0 0.0 Delay
4000 0.09070294784580499 D
7500 0.17006802721088435 Delay
9893 0.22433106575963718 A
12393 0.2810204081632653 Delay
15673 0.3553968253968254 C
19173 0.43476190476190474 Delay
23860 0.5410430839002267 B
27360 0.6204081632653061 Delay
31689 0.7185714285714285 A
34189 0.7752607709750566 Delay
36117 0.8189795918367347 B
39617 0.898344671201814 Delay
42983 0.974671201814059 B
46483 1.0540362811791384 Delay
48979 1.1106349206349206 A
51479 1.1673242630385487 Delay
56011 1.2700907029478459 D
59511 1.3494557823129252 Delay
64441 1.4612471655328798 D
67941 1.5406122448979591 Delay
71179 1.6140362811791382 D
74679 1.6934013605442177 Delay
79000 1.7913832199546484 C
82500 1.870748299319728 Delay
85571 1.9403854875283446 B
89071 2.019750566893424 Delay
92933 2.107324263038549 B
96433 2.186689342403628 Delay
99339 2.2525850340136055 A
101839 2.3092743764172337 Delay
104742 2.3751020408163264 D
108242 2.454467120181406 Delay
111997 2.539614512471655 B
115497 2.6189795918367347 Delay
118329 2.683197278911565 D
121829 2.762562358276644 Delay
125137 2.8375736961451246 A
127637 2.8942630385487527 Delay
132170 2.9970521541950115 A
134670 3.0537414965986396 Delay
138007 3.1294104308390023 B
141507 3.208775510204082 Delay
145357 3.296077097505669 C
148857 3.3754421768707483 Delay
151429 3.433764172335601 A
153929 3.490453514739229 Delay
157850 3.5793650793650795 D
161350 3.6587301587301586 Delay
164064 3.7202721088435373 A
166564 3.7769614512471654 Delay
170443 3.864920634920635 C
173943 3.9442857142857144 Delay
177823 4.032267573696145 C
181323 4.111632653061225 Delay
183735 4.166326530612245 C
187235 4.2456916099773245 Delay
189458 4.296099773242631 A
191958 4.352789115646258 Delay
194450 4.409297052154195 A
196950 4.465986394557823 Delay
200371 4.543560090702948 C
203871 4.622925170068028 Delay
206191 4.6755328798185944 D
209691 4.7548979591836735 Delay
213433 4.839750566893424 B
216933 4.919115646258503 Delay
221608 5.025124716553288 A
224108 5.081814058956916 Delay
228321 5.17734693877551 A
230821 5.234036281179138 Delay
233375 5.291950113378685 D
236875 5.371315192743764 Delay
239773 5.43702947845805 D
243273 5.516394557823129 Delay
247021 5.6013832199546485 A
249521 5.658072562358277 Delay
252929 5.735351473922902 C
256429 5.814716553287981 Delay
258570 5.863265306122449 B
262070 5.942630385487528 Delay
264254 5.992154195011338 C
267754 6.071519274376417 Delay
271299 6.1519047619047615 C
274799 6.2312698412698415 Delay
277967 6.303106575963719 A
280467 6.359795918367347 Delay
282825 6.413265306122449 B
286325 6.492630385487528 Delay
288176 6.534603174603174 D
291676 6.613968253968254 Delay
295786 6.707165532879818 B
299286 6.786530612244898 Delay
302254 6.853832199546486 D
305754 6.933197278911565 Delay
309018 7.007210884353741 B
312518 7.086575963718821 Delay
314777 7.137800453514739 D
318277 7.217165532879819 Delay
320369 7.264603174603175 B
323869 7.343968253968254 Delay
327235 7.4202947845804985 A
329735 7.476984126984127 Delay
333957 7.572721088435374 C
337457 7.652086167800453 Delay
340869 7.729455782312925 A
343369 7.786145124716553 Delay
346352 7.853786848072563 A
348852 7.91047619047619 Delay
352882 8.00185941043084 D
356382 8.081224489795918 Delay
360321 8.170544217687075 B
363821 8.249909297052154 Delay
368049 8.34578231292517 B
371549 8.42514739229025 Delay
373219 8.463015873015873 D
376719 8.542380952380952 Delay
378535 8.583560090702948 B
382035 8.662925170068027 Delay
385548 8.742585034013606 B
389048 8.821950113378685 Delay
393184 8.915736961451247 A
395684 8.972426303854876 Delay
400309 9.077301587301587 A
402809 9.133990929705215 Delay
405046 9.184716553287982 A
407546 9.24140589569161 Delay
411318 9.326938775510204 B
414818 9.406303854875283 Delay
417468 9.46639455782313 B
420968 9.545759637188208 Delay
423413 9.601201814058957 B
426913 9.680566893424036 Delay
429999 9.750544217687075 C
433499 9.829909297052154 Delay
438361 9.94015873015873 D
441861 10.01952380952381 Delay
446297 10.120113378684808 B
449797 10.199478458049887 Delay
453106 10.27451247165533 B
456606 10.353877551020409 Delay
460658 10.445759637188209 D
464158 10.525124716553288 Delay
468700 10.628117913832199 C
472200 10.70748299319728 Delay
476563 10.80641723356009 B
480063 10.885782312925171 Delay
481791 10.924965986394557 B
485291 11.004331065759636 Delay
488157 11.069319727891157 A
490657 11.126009070294785 Delay
493223 11.184195011337868 B
496723 11.263560090702947 Delay
500054 11.339092970521541 B
