0 0.0 Delay
4000 0.09070294784580499 D
7500 0.17006802721088435 Delay
10318 0.23396825396825396 D
13818 0.31333333333333335 Delay
16069 0.36437641723356007 B
19569 0.44374149659863943 Delay
22851 0.5181632653061224 A
25351 0.5748526077097506 Delay
26956 0.6112471655328798 D
30456 0.6906122448979591 Delay
33415 0.7577097505668934 C
36915 0.8370748299319728 Delay
40926 0.9280272108843537 D
44426 1.007392290249433 Delay
48745 1.105328798185941 A
51245 1.162018140589569 Delay
56139 1.2729931972789115 C
59639 1.352358276643991 Delay
62938 1.4271655328798185 D
66438 1.506530612244898 Delay
68018 1.542358276643991 B
71518 1.6217233560090702 Delay
75145 1.703968253968254 B
78645 1.7833333333333334 Delay
80319 1.8212925170068026 B
83819 1.9006575963718821 Delay
87092 1.974875283446712 A
89592 2.03156462585034 Delay
93924 2.1297959183673467 B
97424 2.2091609977324262 Delay
100367 2.2758956916099775 C
103867 2.3552607709750566 Delay
106221 2.4086394557823128 C
109721 2.4880045351473923 Delay
113428 2.572063492063492 D
116928 2.6514285714285712 Delay
119824 2.717097505668934 D
123324 2.7964625850340137 Delay
125884 2.8545124716553287 C
129384 2.9338775510204083 Delay
134056 3.0398185941043083 A
136556 3.0965079365079364 Delay
139083 3.1538095238095236 C
142583 3.233174603174603 Delay
144357 3.273401360544218 A
146857 3.330090702947846 Delay
149355 3.386734693877551 A
151855 3.443424036281179 Delay
156370 3.5458049886621317 C
159870 3.6251700680272108 Delay
162751 3.6904988662131517 B
166251 3.7698639455782312 Delay
168401 3.8186167800453514 B
171901 3.897981859410431 Delay
173798 3.940997732426304 C
177298 4.020362811791383 Delay
179972 4.080997732426304 C
183472 4.160362811791384 Delay
188315 4.270181405895691 C
191815 4.349546485260771 Delay
195505 4.433219954648526 D
199005 4.512585034013606 Delay
201745 4.574716553287982 C
205245 4.654081632653061 Delay
209496 4.75047619047619 B
212996 4.82984126984127 Delay
214835 4.871541950113379 A
217335 4.928231292517006 Delay
220568 5.001541950113379 D
224068 5.080907029478458 Delay
228241 5.1755328798185944 C
231741 5.2548979591836735 Delay
235338 5.336462585034013 C
238838 5.415827664399093 Delay
242069 5.489092970521542 D
245569 5.568458049886622 Delay
249868 5.6659410430839 B
253368 5.745306122448979 Delay
255384 5.7910204081632655 A
257884 5.847709750566893 Delay
260283 5.902108843537415 A
262783 5.958798185941043 Delay
267695 6.070181405895692 C
271195 6.149546485260771 Delay
273309 6.197482993197279 A
275809 6.254172335600907 Delay
279780 6.34421768707483 C
283280 6.423582766439909 Delay
285647 6.477256235827665 B
289147 6.556621315192744 Delay
292905 6.641836734693878 C
296405 6.721201814058957 Delay
298602 6.771020408163265 C
302102 6.850385487528345 Delay
306525 6.950680272108843 C
310025 7.030045351473923 Delay
312665 7.089909297052154 B
316165 7.169274376417234 Delay
319282 7.239954648526077 D
322782 7.319319727891156 Delay
324502 7.358321995464853 B
328002 7.437687074829932 Delay
331550 7.518140589569161 C
335050 7.59750566893424 Delay
337091 7.643786848072562 B
340591 7.723151927437642 Delay
345543 7.835442176870749 A
348043 7.892131519274376 Delay
352454 7.992154195011338 C
355954 8.071519274376417 Delay
359812 8.159002267573696 C
363312 8.238367346938775 Delay
365458 8.28702947845805 D
368958 8.36639455782313 Delay
371875 8.432539682539682 B
375375 8.511904761904763 Delay
377911 8.569410430839003 B
381411 8.648775510204082 Delay
385198 8.734648526077098 C
388698 8.814013605442177 Delay
392982 8.911156462585033 D
396482 8.990521541950113 Delay
398732 9.041541950113379 B
402232 9.120907029478458 Delay
407134 9.232063492063492 D
410634 9.311428571428571 Delay
415291 9.41702947845805 A
417791 9.473718820861677 Delay
421670 9.561678004535148 D
425170 9.641043083900227 Delay
427185 9.68673469387755 D
430685 9.76609977324263 Delay
435299 9.870725623582766 A
437799 9.927414965986394 Delay
442664 10.037732426303855 D
446164 10.117097505668934 Delay
450007 10.204240362811792 A
452507 10.26092970521542 Delay
455778 10.335102040816327 C
459278 10.414467120181406 Delay
461589 10.46687074829932 B
465089 10.546235827664399 Delay
467381 10.598208616780045 D
470881 10.677573696145124 Delay
474569 10.761201814058957 C
478069 10.840566893424036 Delay
481085 10.908956916099774 B
484585 10.988321995464853 Delay
489491 11.099569160997733 A
491991 11.15625850340136 Delay
494805 11.220068027210884 A
497305 11.276757369614513 Delay
501553 11.373083900226757 A
